tweet_preprocessed;label
aduh tanya soal didik pasang pak bibit keteter;
bandung jabar kaga maju ko maju jakarta surfei jeblok sampe minta endor mantan presiden joko widodo aku ajalaah visi misi jelas gk nista nabi gak rido;
pimpin pramono anung lihat sikap ragu interaksi langsung masyarakat contoh pimpin dekat rakyat siap jawab harap;
debat lomba baca pidato kok noleh contek terus tanggap lord;
lama nih tele tele buru lah mulai;
pak pram hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat ayu ting ting jepang gen ppn sri mulyani;
dharma kata paling krusial segera atas macet jakarta segera laku aksi nyata bukan diskusi perlu segera eksekusi bukan diskus kata dharma;
rido menang sekolah gratis;
giat jadi salah satu langkah pramono rangkul komunitas lintas budaya erat sama dengar aspirasi masyarakat pramdol mnang mas pram bang doel;
awokwok bapak dlu pernah ngefans sama makhluk pas pilgub dki inget banget sampe bangga bet make baju kotak merah liat doi debat tv cuman pas pilpres mulai not ni kok kampret masa baru tahun dki nyapres nafsu bener;
debatcagub nde mna bos;
suasana aman jelang perdana selenggara malam pukul wib grand ballroom jakarta international expo jiexpo convention centre and theatre mayor jakarta pusat sumber foto antaraaprillio akbar;
pagi songsong terbit matahari ngobrol soal kota jakarta masa depan mas pramono anung bang rano karno rumah tani lontong sayur kopi buat fery bikin cakap makin hangat senang;
pramono anung sangat peduli kembang ruang publik kualitas sedia lebih banyak ruang buka hijau pramono cipta lingkung sehat segar masyarakat jakarta;
tuju;
debat pilgub dki besok dukung paslon maksimal orang;
tanya soal tata kota didik pasang bissa gagal jawab tepat;
final aneh kata tanya undi kok moderator ngoreksi pas salah satu komunitas ngebacain drafted;
paslon gubernur dki jakarta nomor urut ridwan kamilsuswono sampai visi misi debat tiga pilgub dki jakarta dua beri adil warga dki jakarta salah satu hadir program renovasi rumah;
orang punya prinsip layak jadi panutan jadi pimpin minggir mil;
nih orang perlu ajar almarhum gus dur;
rano ngebanggain hasil badui banten pas pilih banten kok malah kalah;
seru calon gubernur pramono anung sapa warga tempat unjung kawasan grogol selatan kebayoran lama jakarta selatan kamis;
cawagub jakarta nomor urut kun wardana komitmen tingkat sejahtera guru cara usaha tingkat status guru jadi pegawai perintah janji kerja pppk;
era jokowi tahun piye;
air sumber hidup mas target akses air bersih hingga pilkada bukan pilih partai pilih gubernur bupati walikota;
gak ktetern kq min cm pnelis ny ja sing luih sangar tanya soal didik pasang pak bibit keteter;
pen ngetweet kali tapiii;
bahasa artikel kpu dki jakarta gelar debat perdana pilgub jakarta malam kemarin kacau;
dukung warga mang tunjuk betapa penting satu capai tuju sama pramono anung jadi jembatan semua komunitas jakarta;
debat cagub mata najwa anies ahok debat soal kerja apbd koran nkri;
pramono anung ajak seluruh masyarakat jakarta satu semangat satu sama lalu olahraga percaya bersamasama jakarta capai maju lebih besar;
rantau mang bawa semangat gotong royong dukung pramono anung percaya kolaborasi antarwarga kunci cipta jakarta lebih baik;
anies bukan salah pak gubernur;
jujurly bangun giant sea wall sama sekali jawab masalah sosial ekonomi masyarakat pesisir calon pimpin jakarta kompak;
ingat coblos nomor pramdol mnang senin banteng wendy goty semi private prilly carok psht dian sastrowardoyo ppn sub indo;
janda kaya kue cucur suswono pks;
reaksi pdip jokowi terangterangan dukung rk pilgub jakarta sinyal politik baru;
dulu abah pilgub dki dukung partai pak biayain gratis sampe pak gemoy gadein tanah nya buat dana kampanye abah menang pas debat capres abah kasih nilai serang kerja pak prabowo ngemis cari partai watak mo laku;
ga paham sama langkah konkritnya ahy;
pramono anung komitmen kembang sumber daya manusia pasar minggu lalu latih program tingkat terampil dagang bantu kelola usaha lebih baik;
well said pilkada bukan jakarta;
amsj rupa kumpul lebih komunitas warga sunda jakarta nyata dukung mas bang deklarasi sekaligus ban ada klaim masyarakat sunda beri dukung;
milih siapa deh baik;
calon gubernur wakil gubernur jakarta nomor urut ridwan kamil suswono umum rencana cipta juta lapang kerja sampai visi misi debat dua pilkada jakarta;
pramono anung tegas penting transparansi perintah dukung komunitas mang makin kuat tekad cipta perintah bersih buka;
cagub dki debat soal duduk;
cinta antara gegara;
jadi tauladan jadi pemimpinkalah argument kux nunjukin jempol bawah cln pimpin kaya perempuan;
lho jadi salah data gus;
agus bagus lihat kalau latih;
jawab djarot spesifikbedakan perempuan kaum perempuankalau jujur perlu tegas;
siapa suku indonesia dukung ahok ahok uji salam jari;
paslon wujud lahan hijau tambah caranyazz;
paslon nomor darma kun baru buka dah belibet euy warga jakarta;
wkwkwkkkocak jangan ragu jangan bimbang coblos no;
dukung rantau mang bentuk junjung tinggi nilai sama yakin sama pramono anung jakarta capai tuju lebih besar;
rido menang;
rantau mang satu suara aspirasi rakyat pramono anung dukung cermin harap masa depan lebih baik jakarta;
survei baru pilgub dki jelang debat perdana siapa paling unggul;
salah satu hebat kubu mas pram buat ahok anies dukung kurang kubu ridwan kamil mungkin terlalu sombong menang petinggi dukung kelas teri sibuk serang ahok anies pdhl orang ga pilkada;
lihat video singkat memang ridwan kamil fatanah;
akusih tetep ahok salam jari;
semua paslon dah tuju program mas bang tanda kemnangan tinggal selang wujud;
panelis water harvesting anies kemendikbud jaman ranking bukan maksud sombong pak;
calon gubernur jakarta nomor urut ridwan kamil gratis biaya badan selenggara jamin sosial bpjs hingga persen warga jakarta mampu;
calon gubernur jakarta pramono anung yakin program pasang cctv jakarta tingkat awas waspada kurang tindak negatif bullying hingga selingkuh;
sesi pertama janji kandidat paling mentep siapa coba;
ngantuk pak hahaha sama;
pasang pramono anungrano karno tutur keliling jakarta temu solusi atas banyak kampung kumuh;
ojo ndelok zin omong bulshit kabeh tentu jawa timur cawagub;
atas turun daya beli duduk kelas tengah ridwansuswono terbit kamu kartu jakarta maju beri bansos tepat sasar diri sekolah perempuan maju;
alhamdulillah;
ohh debat pertama pilgub dki jkt baru tau;
dharmakun bicara soal adab hingga potensi pandemi debat tiga pilgub dki;
ridwan kamil mulia dagang kaki lima dapse;
kalau pilih pimpin dasar rekam jejak orang waras pilih mas pram bang doel lah;
mesin milik kuat elektoral besar seluruh wilayah jakarta satu pramono anung gabung kuat jadi gelombang dahsyat sumbang suara pilkada jakarta gelar rabu november datang;
aparat terjun kawal debat pilgub dki malam;
astaga calon gub percaya teori konspirasi mah coret langsung anjir kocag;
pepatah kata satu teguh cerai runtuh tanya siapa teguh orang mana teguh;
pakde memang paling tenang kalau ngomong;
tema angkat debat cagubcawagub banten putar dua;
jumat berkah jumat jalan tuju menang buat mas pram bang doel;
nah jawab tu kaya om djarot tanya a jawab a jangan menclok menclok;
orang jawa tengah tonton tvone orang bal silah nyetel metrotv;
abangkuu anak abah bareng ahokers gotong royong jaga suara pram doel jakarta me lewat;
mas hadir acara temu jakarta catat masa depan jakarta ganara art space jakarta diskusi mas pram sorot penting kolaborasi perintah komunitas masyarakat songsong era baru;
total sentimen elektabilitas psi publik ganjar pranowo bibit waluyo had prabowo;
organisasi rawan bravo deklarasi dukung cagub jakarta nomor urut pramonorano karno ketua dewan bina bravo letjen tni purn sumardi kata dukung rupa perintah luhut pandjaitan selaku bina bravo;
renovasi pasar minggu pramono anung rencana kembang sektor wisata kuliner tampil bagai makan lokal lezat pasar tarik wisatawan tingkat dapat dagang;
pasca debat pilkada dki kemarin tentu pilih;
berita tarik jumat berkah moga mas pram bang doel menang satu putar perintah luhut rawan bravo deklarasi dukung pramonorano karno;
projo pro judi online resmi dukung rk hasil rengek jokowi rido habis dukung jakarta ga rido anies sore darius ppn bahlil csat hun pink sc ivan kebo parker;
pramono anung hadir acara bedah buku uji visi misi program calon gubernur jakarta universitas negeri jakarta kamis;
pasang calon gubernur calon wakil gubernur jakarta nomor urut dharmakun percaya diri hadap debat dua pilkada jakarta khusus soal ekonomi;
pilkada jkt jadi sejarah demokrasi paling noda gera pilih cagub jkt coblos semua kandidat wujud bukan pimpin pilih aspirasi warga pimpin pilih elit politik oligarki pen;
jakarta kota gu  berpelukaaaann jkt tnp rk;
pasang calon gubernur calon wakil gubernur dki jakarta nomor urut tiga pramono anungrano karno atas macet beri mudah sarana transportasi umum;
makna style rido malam;
ikut alas pramono anung kena urus kjp kelola camat bukan rawa bunga;
simak tema lokasi hingga panelis debat perdana pilgub dki jakarta;
moga panggung pilgub dki jakarta segar muncul anies ahok tantang ridwan ideal tiga orang punya pasang masingmasing makin seru debat;
debat dua calon gubernur wakil gubernur jakarta hari minggu oktober tiga paslon hadir kostum debat andal masingmasing kirakira alas balik pilih outfit tiga;
debat anget banget chill out cuy;
cuma doank ga sih gak ngerti sama dilakuin paslon;
lah coba mas pramono ngakui hebat imajinasi pimpin bang ridwan kamil pimpin bandung;
pramono anung target selesai pipanisasi jakarta persen baru persen;
dukung rantau mang tunjuk kuat agam percaya beda kaya kuat jakarta bawah pimpin pramono anung;
penting program cctv mas pram bang doel;
paslon hidup pak anies hail djarot;
gugup;
moga jawab singkat karena batas waktu paham warga jakarta;
tiga pasang calon gubernur wakil gubernur dki jakarta hadir lokasi acara debat pilgub jakarta jiexpo mayor minggu malam kompak kena busana warna putih paslon nomor urut dharma pongrekunkun wardana tiba lebih;
debat pilgub jatim besok rek bakal luweh seru timbangane dki ikiii;
jokowi baik baik jujur jakarta butuh pimpin jujur nyala pramono anungrano karno pilih baik jakarta;
dukung kuat warga mang optimisme tingkat pramono anung menang pilgub jakarta dukung cermin harap tinggi masa depan;
bravo salam jari;
paslon kreatif apung kota mana solusi presentasi;
hadap debat siap baik katakata;
cukup panas debat malam sedikit bukti siapa pantas pimpin jakarta;
ridwan kamil jual nama presiden pilkada pramono politik rasional;
pramono anung milik visi jelas pariwisata jakarta integrasi budaya olahraga jadi bintang persija ikon harap tingkat daya tarik wisata kota signifikan;
sayang sekali;
prabowo puas rasa salah pilih sandi ga pernah nyoblos koq dah puas pak wo wkwkwkwk;
akhirnyaaa jg ngetwit gak bahas debatcagub terimakasih tuhaan;
duet ekotina moderator malam kurang seru debat lancar si biasa;
visi misi jelas kok siapa lebih tepat pimpin jakarta;
enggak nonton debat pilgub dki tahu bakal menang masuk jateng jatim banten sumut;
n o r a k;
jelang mungut suara pmj nilai mayoritas warga muhammadiyah jakarta solid dukung pramonorano ari anggap mampu wakil aspirasi nilainilai jalan muhammadiyah;
paslon serang terus sama tetangga belah arti paslon paling hebat dong d;
ridwan kamil punya dki desentralisasi kolaborasi inovasi i;
gemar sepak bola pramono anung tunjuk semangat dukung timnas indonesia meski aku kalah belum tetap harap menang tanding datang;
giant mangrove wall misi visi milik mas pram bang doel pramdoel mnang wendy anies jepang;
komitmen ahok lawan adil sosial pns kkn singkir semua rakyat bos;
pilih amanah pramdoel;
cagub jakarta nomor pramono anung tegas komitmen laku gusur pilih jadi gubernur jakarta;
debat pilgub dki saling kritik kata amat politik cawagubdki;
ahok djarot vote bawah like coment gimana kalian dukung ahok djarot;
hari tuju coblos makin semangat makin nyala sama mas pram bang doel;
semangat slm jari sulawesi pilkada rasa pilpres;
rido program anggar rp miliar masingmasing seluruh wilayah jakarta;
santun mas pramono;
kurang macet jakarta paslon nomor urut ridwan kamilsuswono kurang gera terap work from home gilir kerja bagai industri efektif;
rencana renovasi pasar minggu pramono anung tingkat kualitas layan beri dagang fasilitas lebih baik dagang beri alam belanja lebih muas konsumen;
lebih manusiawi benar salah menang pilkada;
debat pamungkas kelas tak lupa pandu acara ira koesno bikin acara bikin greget;
live twit debat cagubcawagub provinsi banten;
dukung pramono anung rantau mang tunjuk semangat masa depan cerah jakarta yakin satu semua impi wujud;
ken sih ga komen tpi ga tahaankenapa mas agus gaya bubble trouble;
jadi kalo tanya tinggal kantor lurah nih;
pramono doel siap bawa jakarta nyala pemperkuat jakarta terobos baru wisata religi taman jam hingga solusi polusi;
keren banget  video keren  mas pramnya keren  tim content creatornya keren  solusi atas jakarta keren eh mobil curhat masuk video;
pramono fokus lanjut program langkah penting pasti semua bijak milik dampak jangka panjang;
direktur eksekutif charta politika yunarto wijaya nilai temu sebut jadi bukti mas pram satu kuat besar jakarta rawan ahok ahokers rawan anies anak abah;
gerombol kim akhir perlahan mulai runtuh modal pondasi kuat koalisi pragmatis yakin awal gak umur panjang jadi makin yakin kan bikin coblos no;
jawab pramono usai doa dharma jadi presiden debat pilgub dki;
pdip sebut debat ahokdjarot tampil program bumi via;
pramono anung sapa warga kawasan cipete selatan jakarta selatan pramono dengar aspirasi jelas jumlah program tawar solusi atas jumlah tantang hadap warga jakarta mas pram bang doel;
organisasi rawan bravo deklarasi dukung cagubcawagub jakarta nomor urut pramono anungrano karno ketua dewan bina bravo letjen tni purn sumardi kata dukung rupa perintah luhut pandjaitan selaku bina bravo;
siar ulang;
kalo kate warge ato akamsi sih kompor baru diangetin minyak baru masuk;
program baru pasang baik rilis malam debat dua;
malah ira koesno masuk tt;
calon gubernur jakarta nomor urut ridwan kamil janji beri kopi gratis generasi gen kerja rumah wfh ridwan kamil banyak coworking sewa gratis buat gen jakarta saksi;
closing oke paslon djarot lengkap ahok spy ahok lengkap jokowi;
hahahaagus lugu bocorin taktik no hahahha kasihan deh ahokdjarot bully terusnih;
its wrap udah tau lah feb pilih siapa;
mpok silvi bisa nyindir pak aniessendirinya malah parah kelas sama ibu nyinyir;
debat malam ga mutu ms lebih bagus acara debat pandu;
paslon jawab jelas duhhh ide kreatif papar ide bya;
tiga orang hebat satu jadi anies baswedan mas pram bang doel satu jadi keyword positif medsos anies timnasday;
nonton jatim mana suaranyaaa;
cek fakta agus harimurti yudhoyono pantau terus;
ds bgmaina mrumuskn mmbuat kua pphs sukt akn mmbuat baik msuk akal netizencaranya;
yahhhh kok bahas pas jadi kemendigbud padahal hasil ga ujung pecat;
target pipanisasi selesai pasal perda ada air bersih lansir lalu;
tema moderator debat tiga pilkada dki;
agus sedia rem;Negatif
cawagub jakarta nomor urut rano karno sebut benah kampung orang banten yakin benah kampung sendiri sampai debat calon gubernur wakil gubernur jakarta hari;Negatif
bantu anak anjing;Negatif
debatcagub malut metro tv ahm salah bicara cuplik visi sebut berantas korupsi akhir lurus wakil;Negatif
survei baru ppi tren elektabilitas pasang calon gubernurwakil gubernur jakarta mulai lihat siapa pilih;Positif
menang satu putar;Positif
mantan gubernur dki jakarta anies baswedan tonton konser john legend anies rencana tonton debat perdana pilgub dki jakarta tahu lewat unggan x pribadi minggu tampak anies unggah buah video x;Netral
agus yakin tata kota baik inti good well tanya cara pak;Negatif
cagub jakarta nomor urut rk beri tanya cawagub jakarta nomor urut rano karno rk tanya alas indeks bangun manusia banten rano pimpin malah turun;Negatif
fokus daya usaha lokal pramono anung usaha kuat ekonomi jakarta utama warga mang milik banyak potensi;Positif
momen ridwan kamil senyamsenyum dengar jawab dharma pongrekun debat pilgub dki jakarta pramono anung agus harimurti yudhoyono bahrain kapolres boyolali istri lord rangga;Positif
anyhow walopun kang emil jelas dukung grup presiden gaya bicara retorika teoritis ngawangnya mirip pak prabowo tuh malah cagub no alias pak dharma emosional jg sempet tinggi nada suara berapiapi topik tentu;Positif
tunggu mas virzha nyanyi;Netral
judul dharma pongrekun jadi pusat perhati tertawa debat perdana pilgub dki jakarta;Negatif
moment calon gubernur hadir diskusi gera pilih cerdas pilkada dki jakarta ada forum sama ikat cendekiawan muslim indonesia dki gedung temu sasana pakarti pancoran jakarta selatan;Netral
tani once mekel pramono anung sapa warga grogol selatan kebayoran lama jakarta selatan jakarta calon gubernur jakarta nomor urut pramono anung sapa warga simprug grogol jakarta selatan tani once mekel;Netral
pramono anung komitmen jalan perintah transparan penting bangun percaya masyarakat pimpin;Positif
mas prambang doel bentuk pasu putih layan medis gratis pintu pintu warga butuh terus laku dua jabat gubernur jakarta mo nungguin mobil curhat keburu metong;Negatif
polisi siaga aman debat pilgub dki hari;Positif
pramono anung komitmen tingkat kualitas transportasi umum jakarta transportasi lebih baik mobilitas masyarakat makin lancar;Positif
mohon sabar uji;Positif
calon gubernur pramono anung hadir talkshow radio campursari jakarta nyala gor mandala ain jakarta timur senin pramdol mnang mas pram bang doel;Netral
hari hari depan twitter bahas;Netral
timsesnya had prabowo ndak siapin konsep had sprti orng ajak bobo;Negatif
kang emil korupsi;Negatif
anies baswedan pagi songsong terbit matahari ngobrol soal kota jakarta masa depan mas pramono anung bang rano karno rumah tani lontong sayur kopi buat fery bikin cakap makin hangat senang;Positif
ininih pimpin paling tunggu warga jakarta;Positif
siang tadi mas pram sapa ratus warga kawasan cipinang besar utara jaktim dengar aspirasi sampai bagai program jawab tantang hadap warga jakarta;Negatif
sg recommended sopo dedraono sg ngerti aku jelas sih gak bakal milih incumbent dipilkada jateng;Negatif
pasang calon gubernur calon wakil gubernur dki jakarta nomor urut tiga pramono anungrano karno dapat retribusi sampah tak perlu provinsi dki jakarta;Negatif
anak abah mana suaranyaa;Netral
oohhternyata kali yaa kang kamil sering ketemu eks bekas mantan presiden ituh kagak kayak mas pram bang doel selalu liat riang gembira gituuh coblos no jkt tnp rk pramrano paes anak abah carok;Negatif
debat kandidat ahok baik katakatanya;Positif
debat cagub;Netral
pramono anung paham penting pasar tradisional hidup masyarakat jakarta rencana renovasi pasar minggu tunjuk harga waris budaya ekonomi lokal;Netral
pilih bukti berantas korupsi;Positif
pramono dorong agam ekonomi jakarta masuk usaha kecil tengah dukung tepat pramono cipta peluang semua rakyat jakarta;Positif
dharma pongrekun tertawa tim rk debat perdana pilgub dki jakarta ridwan kamil pramono anung debat pilgub dki jakarta sdm rendah lord rangga gus baha war is over agus harimurti yudhoyono;Negatif
naik gaji guru paud kali lipat jakarta utama didik;Positif
selalu lebih banyak akses debat dsripada nonton terlalu cepat tiba ada bagi pilih telat tiba fase;Netral
pasca mpok silvy suruh nanya malah puisi dadak lapar  at sate tongseng pak budi pic;Negatif
perdana tema usung kuat sumber daya manusia sdm transformasi jakarta jadi kota global tema sebut pilih tahu visi misi masingmasing calon gubernur wakil gubernur jakarta;Positif
baru opening ngakak cawagub no cuma bagi waktu detik cagubnye gak sempet selesein pantun;Negatif
calon pasang nomor urut pramono anung tanya kena program disneyland ridwan kamil sempat batal cikarang jawa barat;Positif
jelang siang jan lupa maksi kenyang seruput es teh pelan silah nikmat jakarta yup anak abah feat ahokers udah satu mas pram bang doel kaga ribet dah;Negatif
alhamdulillah insyaallah yakin;Positif
edukasi masyarakat penting;Positif
aliansi buruh labuh dukung mas pram bang doel makin optimis satu putar pramonorano;Positif
pilih paslon pashangatnya awet serasa pijit pijit;Positif
tutup ridwan kamil hadir tara adil  dapse;Netral
tetep mata najwa paling top dhe;Positif
jawab soal macet program baru ahok;Netral
sang eksekutor selamat warga jakarta ;Positif
tiap kali dgr jwban no serasa awan ga konkret trksn isi wkt menit isi soal ulang pnting isi;Negatif
dukung pramono anung usaha wujud jakarta lebih cerah adil sama buat ubah;Positif
calon gubernur pramono anung hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat rabu;Positif
tayang penuh debat agussylvi ahokdjarot aniessandi cagub saling serang via;Netral
nah nieh taman taman jakarta fungsi bagaimana mesti tags pak muh salah jepang;Negatif
deadlock bahas debat cagubcawagub materi iklan kampanye serah kpu;Negatif
paslon cagubcawagub nomor urut dharma pongrekun kun wardhana sampai visi misi debat tiga pilkada jakarta dharma kun bicara soal dampak pandemi covid saksi streaming debat pilkada jakarta;Netral
pasti seluruh ibu kerja beri asi eksklusif lama bulan cegah stunting pramono anung sedia daycare ruang laktasi posyandu;Positif
pramono anung hadir deklarasi konfederasi serikat kerja seluruh indonesia dukung pramdoel ratus buruh gabung konfederasi serikat kerja seluruh indonesia kspsi deklarasi dukung pasang pramonorano pilkada jakarta;Positif
optimis menang satu putar;Positif
hayo pilih mas pr vang doel ubtuk jakarta nyala jakarta lebih baik coblos no mas pram bang doel;Positif
wakil nya nomer bu sylvia kayak pajang kucing mobil toko china;Negatif
