tweet_preprocessed;label
gw  orang betawi kecewa kaga  satu pasang  pake pakean betawi;
si mas serang terus hari initotal football yaa kan tahan  baik awas bobol;
ahok  mungkin pasang nmor gaya kayak dosen ngakak;
siswa dki biaya rp naik angkot iya iya  angkot nya dilemparin batu kalo  kalah main bola;
sy gamau gusur warga pinggir sy jga gamau sy gusur tp sy ksi rmh sm taman main sklah gratis dokter gratis;
gaya jalan si mpok kayak  lomba puisi mahirrrr hahahahaa;
pokoke pokoke ahok the best for jakarta yg  cuma janji manis doang;
nobar debatcagub dki  dua yuk broosekalian gw bawa data bps ntr g ajarin loe dehh baca gimana;
pak ahok debat paja pikir sedang kan pak agus debat pakai hapalan wkwkwkwkkw;
yg  hny ngmg niscaya abstrak tdk  bs realisasi;
ahok tampil apa ada  berfikir tampil  lihat cerdas dg bahasa asing;
klo kerja  arti udah  gagas klo ga  gagas mana  kerja;
duit duit duit kerja kerja kerja teori teori teori;
ahok nilai debat perdana cenderung bangun opini  keliru;
ayo tonton video tuips;
  guna isu   pilkada;
 giur bujuk  jd pilres kok yg jawab wakil yaaaaa;
saran aja buat mpok sylvi next pake mua nya mba ira kusno aja;
 nama pimpin punya kurang lebih kalo mao nyari  banyak lebih mah suruh hokage tiga aja jadi gubernur;
lha orang ahok niat cawapresnya joko kog ditanyain    berani jawab djarot mbak ira;
debat lah klen  perut  terus lapar;
ketawa rem;
gugup;
sandiaga uno guk angguk angguk angguk angguk angguk angguk;
bro agus yudhoyono kalo sempet google blt  india sama brazil gagal woy pecat timses lo;
semangat;
silah hina puas kalian semua suci aku penuh dosaa;
 suka tanya  yg liat jawab pak jawab bukan diceritain;
yaudah be smart  kalian  punya ktp jakarta ;
alexis ancam  tutup  anies   langsung isu pindah  atletico juventus  psg;
hurraaaaay alexis  sonoh yuux aaah mana fpi;
ketawa aja liat debatcagub si mamah heboh sendiri;
program no koq byk cuman program   jd program jitu yg manahahaa;
tjatur ma agus  beri performansi  bagus  tonton demokrasi  cantik;
y wijaya debat bukan siapa menang  kalah  lihat sisi kualitas paslon masing;
p chaniago hari  benar  panggung agus  ahok  anies  sering tampil;
ahok debat hari  jadi sempat  jelas kpd publik kena halhal   jadi program;
polisi imbau dukung cagub  bawa mobil komando  hotel bidakara;
rawan anies sandi  hadir  debat cagub dki;
biar ga tinggal seru malam  bolters  streaming  fmx lho yuk download sekarang ;
personil polisi kawal debat cagub  malam;
aku sehat  ahok djarot percaya diri hadap debat cawagub;
bakal seru adu gagas  bangun negeri semangat  tiga calon;
apa tema debat yg penting aman  damai;
debat kandidat ahok  baik katakatanya;
hadap debat  siap baik katakata;
nonton sang mantan  metro tv yuk;
yaelah jawabanjawaban munafik  muluk semua nih;
debat sesi akhir pasang cagub  cawagub jawa tengah malam  pukul wib live metro tv;
 ganjar pranowo yg selalu buka diri unt debat dgn panelis;
  efisien  perlu   adakan  hnya tonton hibur yg hasil sprt angin lalu;
jooooosh   ajang gengsi  ajang unjuk gigi bukan unjuk hati sesuai nurani   ;
  ajang gengsi  ajang unjuk gigi bukan unjuk hati sesuai nurani   ;
 panitia fakultas apa rt serius gedung soedarto dekorasi keren bangeett sampe bikin pangling;
analisa   hpdon cmn ngomongin standar aja bibit sering ga nyambung ganjar to the point;
sukak jwbannya mas ganjar  setdknya utk   blm karuan bsok hari;
saat serang serang ;
malah malu dewe liat kuis ;
  tv  wisma  tetap nonton hp mungil multi fungsi;
iki kuis karepe opo pak bibit kyk cah bayi hadeh;
kuis rebut esensi apa coba;
yg jwbnya pas  setdknya realistis  mas ganjar;
 libat korupsi jabat kasih pilih mundur  pecat kata no;
dulu yg menang gr byk yg golput kyaknya ko gada yg yakin;
rt  mention yg masuk pasang ganjar heru menang telak   pertama;
dukung rt  mention yg masuk pasang ganjar heru menang telak   pertama;
cie anak debat p rt alas calon  dateng debat  lebih baik sama braya  debatcagub;
baru yg pertama rt  mention yg masuk pasang ganjar heru menang telak   pertama;
 mention yg masuk pasang ganjar heru menang telak   pertama;
neg pait yo rag ono sing milih makane dimanismaniske janji manis calon gubernur jateng;
top rt mention yg masuk hampir semua milih ganjar yg paling mantep  sesi pertama;
haha rt tanya soal tata kota  didik pasang bissa gagal jawab  tepat;
iatimewa ganjar heru rt tanya soal industri kretek ganjar jawab  sangat jelas  tepat;
 tonton netral jelas sekali kalo  menang  telak  ganjar  sukses membully incumbent;
janji manis calon gubernur jateng;
alas calon  dateng debat  lebih baik sama braya  debatcagub aku anak debat jadi trsinggung p;
rt ini sentimen persepsi publik dr mlm  ganjar pranowo bibit waluyo had prabowo;
vote for jateng rt tanya soal industri kretek ganjar jawab  sangat jelas  tepat;
tiga ki sopo rt tigaaaaa rt wisatasemarang sesi   tampil gemilang tetap;
paak mahasiswa gaji paak kayak  madinah;
gak usah dikampanyein jg dah lihat mana cagub yg kualitas ga dong semua   lht kan  tv;
tigaaaaa rt sesi   tampil gemilang tetap;
yg bawa benderaaa udh lemess d rt pasang no semangaaatnya mana dong;
 timsesnya had prabowo ndak siapin konsep utk apa had sprti orng ajak bobo;
see mention yg masuk hampir semua milih ganjar yg paling mantep  sesi pertama;
check it tanya soal industri kretek ganjar jawab  sangat jelas  tepat;
ah akun wagu media sosial buat kampanye rt tanya soal industri kretek ganjar jawab  sangat jelas;
lol how unreasonable pak eko tanya masalah transportasi pasang no jawab  tanggungjawab pusat;
ente dukung siapa min;
absolutely ganjar rt sesi   tampil gemilang tetap;
yg no tau cerdasa dbnding yg lain rt sesi   tampil gemilang tetap;
milih siapa aja deh yg baik;
mantab nih pasang no;
bgtu jg wakil xixixi rt tanya soal didik pasang pak bibit keteter;
nomor y rt sesi   tampil gemilang tetap;
mosok tanggung jwb pusat;
tvnya keder jadi gak  liat;
sesi   tampil gemilang tetap;
wah tim sukses  min pasang no semangaaatnya mana dong;
kyk pak bibit td min  tggjwb walikota d rt mslh transportasi pasang no jawab  tanggungjawab pusat;
malu kayak min rt pasang no semangaaatnya mana dong;
pasang no semangaaatnya mana dong;
pak eko tanya masalah transportasi pasang no jawab  tanggungjawab pusat;
d rt mention yg masuk hampir semua milih ganjar yg paling mantep  sesi pertama;
rt tanya soal industri kretek ganjar jawab  sangat jelas  tepat;
ga dong semua   liat kan  tv rt momon ikut ngampanyein slh satu cagub nih hmmm;
rt tanya soal tata kota  didik pasang bissa gagal jawab  tepat;
wah tau ndukung ganjar nih tanya soal industri kretek ganjar jawab  sangat jelas  tepat;
tanya soal industri kretek ganjar jawab  sangat jelas  tepat;
semangat pak  rt tanya soal didik pasang pak bibit keteter;
  orang semarang kerja  jakarta tetep mantau;
aduh rt tanya soal didik pasang pak bibit keteter;
tanya soal tata kota  didik pasang bissa gagal jawab  tepat;
gugub rt  selesai jelas waktu  habis;
ken nonton debat cagubcawagub jateng  apa daya;
wo joss live bro huehuehue rt koe teko lgsng tanya apa jawab apa;
pak bibit sdh grogi dluan diskak panelis padahal tanya umum rt pak bibit gak bs jwb tan;
bilang tahun  min sd doang ngaaah rt tanya soal didik pasang pak bibit keteter;
live bro huehuehue rt koe teko lgsng tanya apa jawab apa;
rt mention yg masuk hampir semua milih ganjar yg paling mantep  sesi pertama;
rt tanya soal didik pasang pak bibit keteter;
padahal tanya umum rt pak bibit gak bs jwb tanya ;
nomer sih langsung to point sesi pertama janji kandidat yg paling mentep sopo ndaa;
padahal  rektor unnes lho sodara pakar didik rt tanya soal didik pasang pak bibit keteter;
koe teko lgsng tanya apa jawab apa;
gak ktetern kq min cm pnelis ny ja sing luih sangar rt tanya soal didik pasang pak bibit keteter;
sesi pertama janji kandidat yg paling mentep siapa coba;
pak bibit gak bs jwb tanya  pak eko tanya soal rob  tata kota pak bibit jawab  wewenang;
tuju rt mention yg masuk hampir semua milih ganjar yg paling mantep  sesi pertama;
tanya soal didik pasang pak bibit keteter;
rt yuk simak sesi dua siapa yg  tampil cemerlang;
pak eko tanya soal rob  tata kota pak bibit jawab  wewenang walikota;
sg recommended sopo dedraono sg ngerti aku rt yg jelas sih gak bakal milih incumbent dipilkada jateng ;
tanya apa jawab apa;
orang jawa tengah tonton tvone orang bal silah nyetel metrotv;
yuk simak sesi dua siapa yg  tampil cemerlang;
 pas debat  pas kampanye  janji  rakyat pak calon gubernur jateng;
personil subsatgas aksi khusus omp toba laksana sterilisasi  rangka debat publik pertama pasang calon gubernur cawagub sumatera utara  pilih tahun rabu;
personil batalyon b pelopor sat brimob polda sumut laksana aman debat cagub  cawagub sumatera utara  taman budaya sumatra utara;
debat calon gubernur sulawesi tenggara;
banyak yg gagal move on  si mbak moderator kemarinsemoga kpud tangkap aspirasi ;
hayoo pantai  bukan nih;
terimakasih banyak bu sylvi  laku blunder maju terus nomor saking maju nyungsep;
jadi tanya apas mas nanya apa nonjok ni d;
kocaaaakk;
begini cara ahok hadir air bersih  warga jakarta cawagub djarot;
ga paham sama apa langkah konkritnya ahy;
kata gusur sekarang udah punya definisi baru geser dikit siap masukin  kbbi;
lalu beda rusun sama huni vertikal opo  pam;
yakkepada calon pasang nomor silah ngantri  angpao;
pakde  memang paling tenang kalau ngomong;
atas macet jakarta anies siap program ongkos rp cawagubdki sandiaga;
agus sebut perintah ahok perintah asal bapak senang cawagubdki;
si abang mulai senyum  nyenggolboleh;
 gimana    nyerang campur nyinyir gitu sih semua ;
ahok  jelas ksih statement izin  pak harto yg  cabut bukan ahok   atas keppres;
ngomong apa sih pok;
nih link tar malem jam wib gak sabar;
prdebatan  janji langit vs laksana vs omong langit dipilihdipilih;
 harap baca doa debat pilkada jakarta;
 perintah  lebih baik;
sersan serius santai delook debatcagub orastrees;
anies jgn puisi kmpung deret  sma dgn rusun jgn otak  dengkuk  lapang lihat tdk mungkin krn sempit oon lu;
tvone hrs undang amat yg netral lama  amat cendrung tdk aku apa yg laku tahana ahok;
moga dki jelas bgm jabar konsep  gusur masyarakat spy jelas;
inget yaah besok sore  ngumpul  seru  ketawa  nonton bareng   tunggu yaahh;
mana yg menang calon  moderator d;
debat  hari minggu whandika sepakat ranoembay berat;
 perlu tanya bagaimana pandang  calon thdp fpi;
tdk  pokokenya salam jari;
 tema  angkat  debat cagubcawagub banten putar dua;
whandika berat jadwal debat putar dua;
save dki;
 dukung no   yakin no  kurang angka miskin dn penganguran;
ibu silvy jawab ibu tarik tapiii  nyambung bu said pak anies makjleebb bangeet;
tarik  gak nyambung mpok kata anies lalu  senyum  nyengir  dang;
cagub dki cuma  pasang nyata;
lagilagi kandidat pasang calon gubernur no urut ga datang debat  yah;
 debat susah  ko;
lanang and dewasa tenan koe pak ahok sentuh hati ane;
lali ah rt iyo jok lali pilih no rt asytha mosok seh kak rt tentu jawa timur cawagub;
ajar politik  ngga  terjun minimal nali calon pimpin aja  penting d;
paham lahhh konsep habuminallah  habuminannas;
iyo jok lali pilih no rt mosok seh kak rt tentu jawa timur cawagub;
mosok seh kak rt tentu jawa timur cawagub;
ojo ndelok zin omong bulshit kabeh tentu jawa timur cawagub;
karwo  blunderdia bilang lebih penting entas orang miskin  garap bidang didik lha long term nya gimana;
tentu jawa timur cawagub;
warga kota ternatemalut tampak semangat ikut debatcagubcawagub malut  siar metrotv;
debatcagub malut metro tv ahm salah bicara  cuplik visi  sebut berantas korupsi akhir lurus  wakil;
dak perlu jatuh yg  tpi pnya program sendiri pnya ambisi sendiri;
yasamaaannn esp bilang program sekolah gratis  kuno;
jawab cagubcawagub jateng no  lucuuuu pingin ngekek;
hostnyakeceplosan manggil mas  cagub jateng no;
jaya suprana tanya  relokasi industri ganjar jawab ada dekat yg pihak  kerja;
mimin mau ngingetin nih buat kamu warga jateng jangan lupa saksi debat cagub jateng kenal  tentu pilih;
rt total sentimen elektabilitas psi publik dr ganjar pranowo bibit waluyo had prabowo;
smoga   tang pilgub  mention yg masuk pasang ganjar heru menang telak   pertama;
harap sosok   rt  mention yg masuk pasang ganjar heru menang telak   pertama;
yg benar tetap no rt dr mlm  ganjar pranowo bibit waluyo had prabowo;
absolutely gagah ganjar gandeng heru  mention yg masuk pasang ganjar heru menang telak ;
jozz rt ini sentimen psi publik dr mlm  ganjar pranowo bibit waluyo had prabowo;
ini sentimen psi publik dr mlm  ganjar pranowo bibit waluyo had prabowo;
sing tgessopomin q idem sampean  mention yg masuk pasang ganjar heru menang telak   pertama;
 mention yg masuk pasang ganjar heru menang telak   pertama ganjar pranowo;
djarot   tutup hibur malan  simpang ahok jgn rot bentar lg msuk industri asia tenggara;
mas agus  mpok sylvi ingat pesan pak sby ;
moderator kurang nendang;
debat pilkada semangat ahokdjarot  manado;
 beri graai keoada pidana narkoba  detuju pak agus;
anies sandi unt jakarta;
apa cuma gw  ga tau nama moderator krn ga heboh bahas;
janji sandang disabilitas  kerja  pemprov;
maju ahokdjarot;
 awal debat ga minat entah  final  jadi gugah ikut nonton;
rt tempodotco rt istitimo anies sikap tegas  distributor narkoba  lembut kpd korban;
sampai visi misi   serang calon ;
pertama kali nonton debat final pilkada rasa intense bgt good luck  semua cagub;
pilih ahok djarot  jakarta makin maju  jelas udah bukti kerja;
debat  ira kusno bintang debat  antasari azhar debat  siapa ;
go xi fa cai pak ;
cek fakta peringkat kemdikbud era anies memang benar peringkat sembilan via paslon;
jkt acu indonesia niih prinsip henti reklamasi paslon;
hasil survei kemarin;
hasil survei debat kemarin;
apa pilih yg penting nyoblos nyoi ingat februari nyoblos;
percaya id game promo bonus to  referral klik;
drkeon b goldsmiths jemur topless  buat bahagia gong xi fa cai;
debat pilkada dki ii jago cikeas tunjuk taring gong xi fa cai;
drama debat dua pilkada dki jakarta antasari;
siapa cagub baik  tiga pasang baik antasari;
insiden habis waktu sylvi  tanya  anies antasari;
 debat    ahokdjarot  aniessandi  dominasi panggung  atraktif;
timses agussilvy mesti banyak benah   kapital panggung debat akhir ;
pasca mpok silvy suruh nanya malah puisi jd dadak lapar  at sate tongseng pak budi pic;
siapa yg pantas jadi moderator debat pilkada dki;
siapa pilih   saling hormat   jelek paslon  jakartayanglebihbaik;
ahok  djarot paling banyak sabar;
sangat  bermutubagus yg pertamacuma sindiranprogramnya  ulang ulangkalau  debat ikut mending  hapus ;
anies pak ahok jakarta utara kalah  biak;
apkh nasib korban gusur spt dtglah  kp akuarium saksi id;
memang hati pimpin jadi cahaya    jawab tantang generasi indonesia khusus dki;
pilih  nomor;
debat paslon gubernur dki krg menggitberapa paslon g bs beda  brtanya  ngegosipini debat euy bkn acara gosip;
debat malam   menang kan paslon no anies sandi;
makin yakin pilih no pilih ahok djarot anti korupsi;
ngakak eh rumah vertikal  err;
a aku sayang kamu mau gk jadi pacar aku kamu mau jawab kapan waktu mulai  kamu bicara b tanya apa;
jadi nyata mas noval mbak susanti  bu yoss  keluarga;
pasang mana    malam  tampil  menang;
pak djarot;
 malah ira koesno yg masuk tt;
rt kalau tuju cc mas agus djarot bu sylvi bu silvy ira koesno;
 calon gubernur  provokator;
lho jadi salah data gus;
  oce lucu loh buat boomerang;
serang hari malam nietapi tetep oke lh pak ahok jarotlanjutkanhaha;
jawab soal macet  program baru ahok;
si mpok acungin jari jempol  bwh dlm debat sampe  acara saling lerai moderatornyahmmyagitulha;
makin kesini makin yakin makin jelas  tekad bhw    pilih krn  warga tgr;
jadi  jengkel dengerin bilang  oc  oc  oc knp sih  ulang terus hahaa;
anies birokrasi pemprov dki rapor merah gagal layan masyarakat sandiaga;
kok ga  seru  ketawa sih ;
 tunggu   mas virzha nyanyi;
duh mpok sylvi  tanya  sulit;
wow  angkat  benerbener habis bahan fitnah ;
nah kan mirip hahaha;
ahok  djarot vote  bawah  like  coment gimana  kalian  dukung ahok  djarot;
 netizen rindu ira koesno jadi moderator debat;
mohon sabar  dukung  uji wkwkw;
bener kok;
jangan takut pilih sesuai hati nurani;
kali angka sandi sebut oke oce malam  ;
moderator terlalu banyak ngatur ganti  sama  pertama;
knp gw bawa ken ketawa y klo djarot  ngomong d mirip yak;
jangan takut  pilih sesuai hatinurani  tuju jakarta  lebih baik;
tutup sandi reformasi birokrasi ujung  rakyat  harga mati oke oce;
 warga jateng doa ahokdjarot jdi gubernur jakarta krna bkan hnya janji  nyata;
kata sylviana peran aktif masyarakat  kurang sampah;
closing yg oke  paslon djarot lengkap ahok spy  ahok lengkap jokowi;
tutup paslon juang  selesai ijinkan   tuntas apa yg sdh  mulai;
cagub mau bikin rumah murah  jkt ciyuus nih pak murah apa  rusun aja skrg jtan yg paling minim loh;
 fakta  inijakarta  atas  solusi jakarta yg lebih baik agus sylvi nomor satu;
